Day,Stock_A,Stock_B,Stock_C,Stock_D,Stock_E
42,104.82811799986438,106.36962680457637,101.43344987857053,117.74147280695215,108.31404413173706
43,104.46098727526618,106.62035977400846,100.58752796906275,118.55390372788465,106.5815265610541
44,105.5633107240278,105.74725243764476,99.80998325772221,118.0226836915282,106.94948003834467
45,106.19986627586265,105.21247946451808,100.17250050580348,119.12042370481184,106.05103719485976
46,106.98042620143838,104.05693762413316,99.46225994394264,118.49160046954917,105.95033075670955
47,108.53874587202033,105.43563188525356,99.67545578998305,117.66750499962684,105.90567277450128
48,108.29345701759257,105.01200896981288,99.21930609309821,120.83848600558133,105.67444477404544
49,107.93296396085185,105.51699525849487,98.72489639642826,123.17608033320515,106.6166719108517
50,109.20267509458596,107.97478811743899,98.01278536890882,122.47820788542101,107.74602774298644
51,109.9697116863044,106.96578784791616,97.84031821108613,121.13739953507998,108.09321900765268
52,110.96178467193931,107.90267934526439,98.11412551123192,119.38962701364896,108.34106237293385
53,113.37898927977423,108.3103789324116,98.8455139455802,119.05109345989734,110.48952898870253
54,113.5743570027941,105.62129041813135,98.02846586518963,117.94621645079204,110.37841795596704
55,112.9068506131997,104.95032564906553,99.15234584561819,118.80517935004335,110.25234540439386
56,113.01486944629082,104.01249318063024,99.51271838024327,119.98770096580142,109.94844995071033
57,112.42090713358638,103.90223196283972,98.24942782725981,119.15142413096169,110.29147426308553
58,112.20454145900017,104.29158201068576,98.03704859863798,119.43519501781019,109.75697977921037
59,112.97622582602986,108.04222133702476,98.61233329174703,120.44390894946764,111.60301230534097
60,113.84983917183452,107.08898236058765,100.75010745653614,119.1465470722408,111.23550973599126
61,114.46583346763188,107.97664359669369,100.32791887011817,117.47463016138724,110.19416850620523
62,116.6569659006115,109.4686969880212,100.93821911909738,117.43640579686308,110.14442022659746
63,115.49032330236281,110.3799562445865,101.7282209885716,116.56220690242414,109.48241585559083
64,117.73470016702863,110.53560000363653,100.84472090594055,117.05210719067637,109.08152167407931
65,116.75981874145735,111.58718292142008,100.3497486460146,113.78434675243729,110.04550989354495
66,118.6319821245883,111.39221856733654,100.51077955069415,114.57122720447829,110.77959303000783
67,117.60393981158504,113.49025155894795,98.9612706696117,115.16348215235107,110.91380318776044
68,119.56717059115996,114.83587215468538,99.01199653511446,116.50988564595538,109.22443729418995
69,119.16729049767982,114.07391936032644,98.47073511760352,117.73087197626616,108.02152132413879
70,121.38350906256176,113.09085368141808,99.95129340636971,117.36791905942607,108.16153573916424
71,120.20816431458263,112.61871117889628,99.3391199052225,117.30908946735772,108.88165370587636
72,121.60213567913216,113.21890829652816,98.6042257438814,119.26899297204352,108.71019188344931
73,122.00366451560629,114.92904802302354,98.7396273762029,119.96999071407149,108.6156491153718
74,121.7865238916296,114.9298724879004,98.56999287509684,120.12840877914414,108.35016469455027
75,122.19178145671457,115.26781220464989,99.14645878215616,118.25091791835719,107.34760617944461
76,123.41352631684214,116.36299550320119,99.15090262398408,117.5037656671072,106.46224401320315
77,123.35677424096741,115.36379941556315,97.70185719840197,117.3137753044623,107.28409928380951
78,121.25982864022208,116.49332541001999,96.89929226222281,117.23261187259908,107.78121469648248
79,121.496716431365,116.01391383487778,96.26203939172719,116.31035099343508,107.7492702698409
80,123.5120184241945,117.0464043281263,96.99810516858554,117.2868272044579,106.404330153519
81,120.93061748311113,116.18730679269771,96.09460097671295,117.25201205433189,106.37600317830048
82,122.01143152944752,114.71276751890422,94.98955001235652,118.24356013506983,106.07694682907338
83,123.34930964428256,114.96443401655358,95.78884506364412,117.73742042611548,106.84716562563827
84,123.9113257338398,114.12977862176646,95.32345273758277,117.60300652213701,108.52378871504843
85,122.48780201765507,115.7521356890903,95.57289670869476,118.79764897108227,108.85115411712096
86,124.15870667132769,116.80107045088869,95.88206932705508,118.89634306746763,108.23412909616563
87,123.56252190186974,116.78000111357001,95.61571758502417,119.70652320713073,107.73938387963177
88,123.27570047610133,116.65953201551446,95.75917657145109,118.35367020507489,107.35807247476308
89,122.67086679156209,117.29062326211306,94.71517200727689,120.27260992115303,106.77102264611547
90,121.08095163386047,117.0128735058328,94.36311939553627,120.26274883850597,107.21098332330178
91,122.73474767757384,117.31682794917424,94.62384372233373,117.87487207236799,106.32190569259683
92,123.9166025421979,117.36777642925705,94.51796668605476,117.84868530881776,108.58013876447878
93,124.3653819643028,119.09154688513321,96.0645548912334,118.35844407902582,109.26309264420519
94,123.22452847131824,120.21899387550854,96.12845944782458,118.8528396240425,109.11724303709443
95,121.24307300357451,121.78932953317833,95.4496454543509,120.29222744033045,107.95788493119797
96,123.4846166472427,121.02939983757305,94.21418842374534,119.63046147698024,108.8765605308221
97,124.23736312191164,121.28053052563578,93.61945861157886,117.85603981821036,108.76222424542375
98,126.04749135389866,121.60492305751688,93.41255606003996,117.85659969190714,109.6450662850051
99,124.04128896570612,120.76465726942729,94.21411805209877,117.46721166170614,110.80707419502428
100,122.65352377692328,119.55014859620995,94.46722599232713,118.11916262837367,111.15864568900729
101,123.68457391753498,121.21707682746252,94.798732251223,117.58148631944454,111.88985991173816
102,125.6896393432707,121.10483056485913,95.89460823406944,118.92478912977776,112.19092971536037
103,124.38615547413731,122.45106793727338,96.9902688960888,119.93426820986275,112.6249776514307
104,126.40535065750609,124.76252581490381,95.94193492366436,120.8806937975684,113.7901215115579
105,125.7184399594672,125.29989585599243,94.99325071241145,122.47550966896719,113.29535317016378
106,125.64049853186215,124.15834412710653,94.93712052193847,122.24243497312284,114.48645689072391
107,127.9607295768932,121.78833882783668,96.52972613826796,122.35888823468323,115.6713863862577
108,127.34809843711741,120.4275143246611,95.73442322082083,122.72273607643697,117.19845495358842
109,127.48881940575652,118.98122241642209,96.10817917976316,122.71464903590159,115.25609318247626
110,126.82468219804146,117.92668173272747,96.00222873671986,122.20266352140276,116.3777275371828
111,125.9677626568501,116.47042183206675,94.81291833803746,121.7991434801433,115.50737892590863
112,125.71345634249494,116.06093612981029,93.40070139189301,121.74540120404536,116.92708232139196
113,125.62672339094887,117.9447495825984,92.4717723235128,121.75897455451867,116.05937507794579
114,125.77339174215508,119.48686312064892,94.51198465124729,123.15220526856059,118.27431618641414
115,129.032036297501,121.57975172930831,94.4349492095179,123.7643941201933,117.80110554951207
116,128.8377368168961,121.14123079268784,94.98836680969379,125.89593831369572,116.45653063748513
117,128.81286173811074,121.8829814460101,95.75723264908427,124.56338077668647,118.44880166133241
118,130.81315765655276,122.64859323309548,95.32526315219788,123.28624114902709,118.36557492874188
119,131.4409880947444,123.97819399849875,94.8592228079733,120.66083133296584,118.0763498863703
120,132.7727507104429,123.53421164079087,95.13004947139022,122.2681419241776,117.38677178935373
121,133.1922701226224,124.5691932258469,94.81976358227554,122.88193712203444,119.92475817441027
122,134.25314291232652,126.14848633658161,93.9126579143833,121.7760871462166,120.42467182317893
123,138.59610496880273,128.71616289180054,93.91737630393898,120.68219864039462,121.69601135548393
124,135.62143893022233,130.84006335734685,93.26929174239281,121.66125381360114,120.64846866593119
125,134.82251364753387,134.06494508666,91.58628126906491,118.83348433853001,120.19298834026752
126,135.02820923801394,133.53291305216524,91.60355267644515,117.92016273318,119.70664142869256
127,135.19620965285733,134.1350142820118,92.59204285968805,117.01750017749501,118.67264795789215
128,132.51180418537825,132.56683704763753,92.2602994946207,115.81724177219597,119.21296117349196
129,134.05167986040743,132.52017395220062,91.93431427412568,116.57615933089853,120.13736502289063
130,132.66555983308984,131.29628696629464,90.80852977457903,117.29783127625761,121.68705710129697
131,131.33597635001365,132.63352689109797,90.414975530427,118.44870775839743,120.98751685881933
132,133.24011826871595,131.82346148223496,91.24625894131333,118.74258157320567,121.6498994164362
133,132.55092941125048,134.48663161947536,92.31137788566956,119.31063803756918,121.10003672825202
134,131.54304241873302,135.85842692593422,91.59485167345545,118.93636036370778,121.72447936449426
135,132.5673291109112,137.02533532241438,90.89903059860532,118.08247459177979,121.70271636538844
136,132.35023543881871,137.104372872928,90.60814749033905,120.85597955845117,121.77717032941506
137,132.6641208232651,136.8472209308858,91.37604700021411,123.60690367245944,121.93038682740521
138,131.03222099950864,136.7603747438013,91.11665093844601,124.92349790203683,123.7945456553266
139,132.3060673948719,136.1683914237947,89.1649671819752,126.3126433901119,124.53788038044132
140,130.10781085329214,137.86489732784966,89.4499244838223,128.47153212150752,124.3425850436217
141,130.90222806309603,136.7870942634577,89.0314740162876,129.80238298952526,124.5385654799786
142,130.7114040147528,136.38691751303796,89.59729219516453,128.15391854141123,124.97987733279093
143,129.17051565585976,135.2014840665543,88.51442583522244,127.8757792448172,125.9897663543258
144,131.32358238658014,135.1629079364438,89.1100892455459,127.27594631063299,123.70446884957462
145,129.87858629347576,133.31353030605467,88.66414318408974,127.50391551563054,124.04348191079261
146,129.5708303365509,131.2466695444925,89.90507171225094,128.2190261129714,123.97003420560628
147,129.98605369199547,133.10565944853184,89.13881247254302,127.19792526558835,125.07790791054511
148,129.6759518542893,132.40672942291388,89.46034282325438,128.40519529663027,125.9635899523806
149,131.27801513735105,134.11520677231576,88.70405272929762,128.4314879391838,124.99632557518663
150,132.57428973192114,133.54939977632137,88.41980581076544,127.23742872040079,125.32340218443571
151,133.95376213791639,134.05691865878427,88.15895519131259,128.14520928143028,124.43852878625827
152,133.54273719766675,131.86555800060754,87.99429540497589,128.75875388891185,124.9021439245064
153,130.86302039683042,132.39434106612413,87.77249832759976,129.3261388954556,126.53949056803891
154,131.76738749434844,132.33552461651144,86.87552273688134,130.17624415201877,126.66205836112304
155,133.58297481044156,130.59836682449912,85.62854963754499,129.2531169436728,127.34607274248512
156,135.09059867694373,129.24085450534196,86.15907902315031,125.8167495986242,125.56581758222914
157,134.1845343277118,130.2449539091946,85.21315756845124,124.79741499193565,124.36715025615706
158,138.6126926529994,129.8778603586185,85.48962696591036,125.43807410759766,125.00461947792107
159,138.85317789819004,127.42927699174744,86.55419505570859,125.10448377235514,124.72760842137589
160,138.51447324337036,126.38345598958117,88.09941722457255,126.5248158217074,125.06458535951985
161,137.96820695686372,125.58405327908838,88.48639730658093,125.30722174446966,124.40110129319663
162,138.4160618959801,123.4307479140214,87.50599466929243,125.21411419250386,125.10540477025198
163,137.3385838670381,125.96232496602269,88.29805331900195,124.8284626601535,125.61225902563169
164,137.90524512873364,127.40054576744544,88.24352999078283,123.13809964023456,126.33574662485584
165,137.70890786568188,127.25350633664144,87.37997087761075,123.5928555042241,126.35068150535153
166,136.43857157547248,128.5036793930108,87.62971651542536,125.52778540523585,124.24572795185537
167,135.44028409863446,126.69210337552255,87.13911685050756,124.7143782275552,123.49134869260871
168,135.719587951965,126.05064734554409,87.13618411757528,125.5720032049148,122.6582386789508
169,135.53132776615644,125.79255647613721,87.95308337462811,126.08781863609295,122.05946895946431
170,136.80210935152758,126.17767228755478,88.40110052421726,125.14891143863854,123.13139922262596
171,133.9978412614865,127.80522054477649,89.63452547938232,126.47225262869229,124.59189382628345
172,135.50651251503882,128.7975164793842,90.40494163728553,126.71900275167721,125.89244423814476
173,134.65960073341108,126.76555931806152,89.73556292737005,127.925086832053,125.3052831457675
174,131.92660785393474,126.17317834171804,89.8182176573066,128.06070596291218,125.35689657964463
175,133.9897163862899,125.89306099866478,90.15464054691988,129.51000310646486,126.61005076606023
176,135.7032610039574,124.19790771540377,88.95192534560816,129.22450278211065,124.16090980225978
177,136.2036418437361,122.6655759139729,88.11493481753104,130.24653860553443,126.67744009120635
178,137.555981576106,122.80780543679691,87.37161952462914,131.23865907147254,126.41529402711406
179,136.087504480675,123.13867593454661,87.01925425600184,132.77515161198556,126.74403004723243
180,136.61283598399638,120.91158524648948,86.67016707352987,133.77666126524517,126.54269670572126
181,137.07275669992165,120.20420747788066,88.51476615202118,135.0441025332345,125.01029715497396
182,136.47604581869496,120.09492784124886,87.13240131915684,134.90910632996182,125.93484133588902
183,136.92706303890725,119.97934178107565,89.06698773115345,134.6705401234393,124.36973033108347
184,136.7393572891141,120.5029006330371,88.05386558510281,134.00478914535705,122.86080424385796
185,137.64378761599855,120.60756356182839,89.30940851909838,133.65850650927817,121.7713381124023
186,134.73462345792072,122.95768650271202,90.17450756724016,135.512787911994,120.3481823738464
187,133.7115321432423,123.71409696427885,89.75567937143632,136.39028292964795,118.23432519297087
188,132.923817159507,125.34821304159065,90.59505384154298,136.8907762110174,116.26258340182444
189,130.59668894431084,122.43662005421675,92.2638768175898,136.54330273789682,115.8699120058421
190,132.04858982669884,124.86468948378534,93.87717286635576,132.76293750606544,117.38377404366645
191,135.36118153669292,126.37863425781678,94.85527688442697,133.32247145956407,117.62371557877287
192,135.49359626732132,127.9834670222521,95.01044597982022,133.0252147306211,116.57697894579363
193,134.76420345803774,127.78843906593781,94.7534484072548,131.96827437811436,116.07283463234184
194,134.6681919263325,129.70347373821548,95.2765161674418,134.83201744353258,117.80685664613392
195,135.77660548167984,131.1335503421165,94.63590418438184,136.74526261855954,117.22228593011258
196,136.24776401063806,130.06523051810038,93.76116249520972,137.69192363192664,118.18462620237425
197,135.08551091672942,128.31660364238738,94.83324505874023,139.1909825715174,117.91577126947527
198,136.58202044878882,129.1859206763121,95.24701614410932,135.92308363840607,117.89396862685606
199,135.28072498116705,129.97431183525714,93.78644821328038,135.13725526320738,117.61034758039621
200,134.63973717383763,131.1446436002342,93.78710902430385,135.80992766508047,118.44709685762726
201,135.3595843295672,133.53515533638347,93.51874649431528,135.04550548798346,116.75480137985686
202,131.4776262373962,131.08808715370077,92.36737455216706,133.3269072290865,115.94388987659477
203,131.49882854905417,130.4240334834648,92.8029035571019,134.48628900196553,115.65522804125611
204,132.06253891860183,131.44198397296464,90.96050844518363,134.82358537772055,114.57272372471978
205,129.99114120928527,129.26564231445778,92.81131480880761,133.03171441548332,114.58298476313631
206,130.77851199082892,129.4874622312066,91.92757264870068,130.40064710847196,116.41127700018262
207,129.79297272408726,130.2133505226117,93.48852479937125,130.44150944952483,115.67013394865782
208,130.57087949257433,128.42517665510402,92.78194044426485,130.2878131359482,115.67449359646885
209,130.7012340780699,129.50114061111185,93.37199129468038,130.5056028014386,116.1942793708007
210,131.21914772735644,129.5880248681997,94.1605688969764,129.69154569100473,115.76204588664626
211,129.0707067332063,129.72962583279008,94.00169039759732,128.98871932422261,116.5755842604403
212,127.82717977747224,131.5624733459024,94.6308609959852,130.06042980179896,117.03506721777207
213,127.78697406468775,131.9269523137709,94.90284174140064,129.3839393420478,117.17820258563364
214,128.171264635441,132.975767437698,94.07925638553142,129.57477356703356,117.44803087326045
215,128.74805035567857,131.1393096106656,94.00689991514352,129.32635210553866,117.20951286747677
216,128.97828171141134,131.85872774062136,93.37886375515133,127.390897630934,117.9964119690809
217,128.60862737300158,132.02792848554847,94.0369891916216,127.77145805298936,117.21812691442446
218,127.3370163449389,132.43309076105007,92.93057298385911,126.82316261871054,119.09760941657709
219,127.65229975537888,132.65823435562874,94.67333582930229,126.18630148218881,121.55752336723593
220,127.18714412592242,132.55952152442154,94.99868165192433,128.03188436309358,121.88487718292211
221,125.6946112399799,135.02652306413876,94.67626225576602,128.79883137238147,119.97092944361845
222,124.06960062335696,133.77436465339335,94.44306874249774,125.43046193062773,119.25923855069566
223,124.1417061013042,137.07496072877484,95.91487803259805,124.87327721560587,122.3901206778096
224,123.89986134330269,137.49580695689605,95.80306626634598,124.4697630844279,122.24411929462217
225,122.97862020751454,140.15416273498778,97.2441774675211,124.02144105281697,122.41943527280617
226,122.17857032652805,140.50912517135112,97.49543185572404,123.21661590248793,120.50472095745641
227,123.90866884487903,140.25116938943992,98.57287733420246,121.364439728562,118.73771844017031
228,123.33704702324917,138.6164756544812,99.26075280118363,120.664581022392,119.51121850132536
229,125.0807047304287,137.51687433354402,97.55088724389029,120.82793936686546,120.81800762636557
230,124.01541466090165,138.5316669329471,97.53657375965088,120.77921380364464,119.63328134936015
231,123.76363098314621,137.22938221981147,95.70603015353849,120.1594706795799,117.45896631313859
232,123.51340526064287,136.11928913793182,95.08241533661898,119.49068713368003,116.7924052556035
233,124.87264923871868,138.52195006543687,95.23308441435275,118.49123956710896,115.93957600160418
234,121.90778703409731,139.81586077290262,95.22767162576201,118.13158587068258,114.65127923567951
235,121.63692187588835,140.32284154154308,94.81499974722522,118.52572860105465,116.30723462408044
236,120.80963938555257,137.5564341595595,96.18020605407823,118.96161088815401,116.75813853756479
237,121.49319685534273,139.9257681842994,94.49933543478328,118.96840489454307,115.92361137193396
238,121.66450478296441,140.51177315989253,94.38957094812945,116.6298485425244,117.20654134021026
239,123.24029642475139,139.12540113639577,94.16463597217873,116.99448335148018,114.69222486059674
240,123.6830846873154,138.02229339582868,94.2061191599503,115.98388336605376,114.96375801700597
241,124.83518743273348,139.18314467460704,93.09560822763726,114.99548469030249,115.27861278218091
242,125.2711162647823,138.20862206221724,93.3273433509996,114.78712756400222,114.4527068300481
243,126.0059261511044,139.3669389276431,94.73353043939645,115.80567136532734,114.66047709251434
244,124.35468772021753,138.58055729241417,95.5020038561766,115.56784727418311,115.03315027872341
245,125.27637743503158,136.8975895928965,96.74639094021242,114.54730052322067,115.22739393159483
246,125.54005842627163,134.68562339854532,96.66788990082047,115.20570993485904,115.93030754290473
247,125.67212235191326,134.51717770913586,94.28161491954675,114.27650634951041,115.10094788641939
248,125.92713913605716,132.07958419223425,95.73666596898794,114.82119123190698,114.79199095171694
249,125.14132732254521,130.01980625295354,94.56564458858564,113.2248710524079,114.91103959131691
250,126.07092265853053,131.683154707471,94.21772857302271,113.74486437278293,114.14890657929362
251,124.45348557950905,132.40612358844334,93.59106453279638,113.94426540380402,113.6335433698221
252,125.37060509097441,134.38099810949012,92.13758159834366,113.4921537276159,111.72204961377481
